show_id,snapshot_date,duration_minutes,duration_seasons,is_movie_flag,is_series_flag,is_new_release_flag
80057700,2015-01-01,90,0,1,0,1
80057700,2016-01-01,90,0,1,0,0
80057700,2017-01-01,90,0,1,0,0
80045922,2015-01-01,80,0,1,0,1
80045922,2016-01-01,80,0,1,0,0
80045922,2017-01-01,80,0,1,0,0
80244601,2015-01-01,0,1,0,1,1
80244601,2016-01-01,0,2,0,1,0
80244601,2017-01-01,0,3,0,1,0
80203094,2018-01-01,77,0,1,0,1
80203094,2019-01-01,77,0,1,0,0
80203094,2020-01-01,77,0,1,0,0
80190843,2018-01-01,0,1,0,1,1
80190843,2019-01-01,0,2,0,1,0
80190843,2020-01-01,0,3,0,1,0
70241607,2011-01-01,112,0,1,0,1
70241607,2012-01-01,112,0,1,0,0
70241607,2013-01-01,112,0,1,0,0
80988892,2018-01-01,106,0,1,0,1
80988892,2019-01-01,106,0,1,0,0
80988892,2020-01-01,106,0,1,0,0
80239639,2018-01-01,106,0,1,0,1
80239639,2019-01-01,106,0,1,0,0
80239639,2020-01-01,106,0,1,0,0
80159586,2018-01-01,102,0,1,0,1
80159586,2019-01-01,102,0,1,0,0
80159586,2020-01-01,102,0,1,0,0
80152447,2016-01-01,114,0,1,0,1
80152447,2017-01-01,114,0,1,0,0
80152447,2018-01-01,114,0,1,0,0
80221550,2019-01-01,0,1,0,1,1
80221550,2020-01-01,0,2,0,1,0
80221550,2021-01-01,0,3,0,1,0
81154455,2019-01-01,125,0,1,0,1
81154455,2020-01-01,125,0,1,0,0
81154455,2021-01-01,125,0,1,0,0
81113928,2018-01-01,142,0,1,0,1
81113928,2019-01-01,142,0,1,0,0
81113928,2020-01-01,142,0,1,0,0
81052275,2018-01-01,133,0,1,0,1
81052275,2019-01-01,133,0,1,0,0
81052275,2020-01-01,133,0,1,0,0
81132437,2019-01-01,100,0,1,0,1
81132437,2020-01-01,100,0,1,0,0
81132437,2021-01-01,100,0,1,0,0
80178151,2019-01-01,0,1,0,1,1
80178151,2020-01-01,0,2,0,1,0
80178151,2021-01-01,0,3,0,1,0
80058026,2015-01-01,86,0,1,0,1
80058026,2016-01-01,86,0,1,0,0
80058026,2017-01-01,86,0,1,0,0
70303496,2014-01-01,146,0,1,0,1
70303496,2015-01-01,146,0,1,0,0
70303496,2016-01-01,146,0,1,0,0
80162141,2015-01-01,79,0,1,0,1
80162141,2016-01-01,79,0,1,0,0
80162141,2017-01-01,79,0,1,0,0
80095641,2015-01-01,102,0,1,0,1
80095641,2016-01-01,102,0,1,0,0
80095641,2017-01-01,102,0,1,0,0
81176188,2019-01-01,10,0,1,0,1
81176188,2020-01-01,10,0,1,0,0
81176188,2021-01-01,10,0,1,0,0
80159880,2012-01-01,122,0,1,0,1
80159880,2013-01-01,122,0,1,0,0
80159880,2014-01-01,122,0,1,0,0
81016044,2009-01-01,126,0,1,0,1
81016044,2010-01-01,126,0,1,0,0
81016044,2011-01-01,126,0,1,0,0
80158838,2014-01-01,116,0,1,0,1
80158838,2015-01-01,116,0,1,0,0
80158838,2016-01-01,116,0,1,0,0
81016045,2016-01-01,135,0,1,0,1
81016045,2017-01-01,135,0,1,0,0
81016045,2018-01-01,135,0,1,0,0
70142798,2009-01-01,125,0,1,0,1
70142798,2010-01-01,125,0,1,0,0
70142798,2011-01-01,125,0,1,0,0
70062814,2004-01-01,96,0,1,0,1
70062814,2005-01-01,96,0,1,0,0
70062814,2006-01-01,96,0,1,0,0
80158839,2011-01-01,130,0,1,0,1
80158839,2012-01-01,130,0,1,0,0
80158839,2013-01-01,130,0,1,0,0
80147760,2016-01-01,98,0,1,0,1
80147760,2017-01-01,98,0,1,0,0
80147760,2018-01-01,98,0,1,0,0
80177405,2017-01-01,70,0,1,0,1
80177405,2018-01-01,70,0,1,0,0
80177405,2019-01-01,70,0,1,0,0
80113482,2016-01-01,0,1,0,1,1
80113482,2017-01-01,0,2,0,1,0
80113482,2018-01-01,0,3,0,1,0
81160036,2016-01-01,128,0,1,0,1
81160036,2017-01-01,128,0,1,0,0
81160036,2018-01-01,128,0,1,0,0
81173255,2017-01-01,88,0,1,0,1
81173255,2018-01-01,88,0,1,0,0
81173255,2019-01-01,88,0,1,0,0
81078908,2019-01-01,108,0,1,0,1
81078908,2020-01-01,108,0,1,0,0
81078908,2021-01-01,108,0,1,0,0
81155784,2019-01-01,93,0,1,0,1
81155784,2020-01-01,93,0,1,0,0
81155784,2021-01-01,93,0,1,0,0
80201906,2018-01-01,135,0,1,0,1
80201906,2019-01-01,135,0,1,0,0
80201906,2020-01-01,135,0,1,0,0
80052612,2015-01-01,88,0,1,0,1
80052612,2016-01-01,88,0,1,0,0
80052612,2017-01-01,88,0,1,0,0
80113641,2016-01-01,0,1,0,1,1
80113641,2017-01-01,0,2,0,1,0
80113641,2018-01-01,0,3,0,1,0
81054495,2019-01-01,64,0,1,0,1
81054495,2020-01-01,64,0,1,0,0
81054495,2021-01-01,64,0,1,0,0
80996949,2018-01-01,0,1,0,1,1
80996949,2019-01-01,0,2,0,1,0
80996949,2020-01-01,0,3,0,1,0
80239337,2016-01-01,0,1,0,1,1
80239337,2017-01-01,0,2,0,1,0
80239337,2018-01-01,0,3,0,1,0
70212504,2012-01-01,107,0,1,0,1
70212504,2013-01-01,107,0,1,0,0
70212504,2014-01-01,107,0,1,0,0
81011682,2018-01-01,0,1,0,1,1
81011682,2019-01-01,0,2,0,1,0
81011682,2020-01-01,0,3,0,1,0
80128317,2016-01-01,0,1,0,1,1
80128317,2017-01-01,0,2,0,1,0
80128317,2018-01-01,0,3,0,1,0
81027384,2017-01-01,0,1,0,1,1
81027384,2018-01-01,0,2,0,1,0
81027384,2019-01-01,0,3,0,1,0
80030186,2015-01-01,0,1,0,1,1
80030186,2016-01-01,0,2,0,1,0
80030186,2017-01-01,0,3,0,1,0
80116921,2017-01-01,0,1,0,1,1
80116921,2018-01-01,0,2,0,1,0
80116921,2019-01-01,0,3,0,1,0
80187061,2017-01-01,130,0,1,0,1
80187061,2018-01-01,130,0,1,0,0
80187061,2019-01-01,130,0,1,0,0
80181555,2017-01-01,0,1,0,1,1
80181555,2018-01-01,0,2,0,1,0
80181555,2019-01-01,0,3,0,1,0
80081155,2016-01-01,92,0,1,0,1
80081155,2017-01-01,92,0,1,0,0
80081155,2018-01-01,92,0,1,0,0
80184358,2014-01-01,0,1,0,1,1
80184358,2015-01-01,0,2,0,1,0
80184358,2016-01-01,0,3,0,1,0
80198585,2018-01-01,96,0,1,0,1
80198585,2019-01-01,96,0,1,0,0
80198585,2020-01-01,96,0,1,0,0
70233894,2010-01-01,112,0,1,0,1
70233894,2011-01-01,112,0,1,0,0
70233894,2012-01-01,112,0,1,0,0
81011955,2018-01-01,111,0,1,0,1
81011955,2019-01-01,111,0,1,0,0
81011955,2020-01-01,111,0,1,0,0
80128722,2017-01-01,103,0,1,0,1
80128722,2018-01-01,103,0,1,0,0
80128722,2019-01-01,103,0,1,0,0
80182115,2017-01-01,40,0,1,0,1
80182115,2018-01-01,40,0,1,0,0
80182115,2019-01-01,40,0,1,0,0
80163293,2015-01-01,0,1,0,1,1
80163293,2016-01-01,0,2,0,1,0
80163293,2017-01-01,0,3,0,1,0
80104068,2017-01-01,103,0,1,0,1
80104068,2018-01-01,103,0,1,0,0
80104068,2019-01-01,103,0,1,0,0
80119349,2017-01-01,85,0,1,0,1
80119349,2018-01-01,85,0,1,0,0
80119349,2019-01-01,85,0,1,0,0
80199032,2017-01-01,0,1,0,1,1
80199032,2018-01-01,0,2,0,1,0
80199032,2019-01-01,0,3,0,1,0
80180449,2014-01-01,0,1,0,1,1
80180449,2015-01-01,0,2,0,1,0
80180449,2016-01-01,0,3,0,1,0
80019931,2015-01-01,72,0,1,0,1
80019931,2016-01-01,72,0,1,0,0
80019931,2017-01-01,72,0,1,0,0
81053893,2019-01-01,45,0,1,0,1
81053893,2020-01-01,45,0,1,0,0
81053893,2021-01-01,45,0,1,0,0
80200087,2019-01-01,89,0,1,0,1
80200087,2020-01-01,89,0,1,0,0
80200087,2021-01-01,89,0,1,0,0
81053892,2019-01-01,90,0,1,0,1
81053892,2020-01-01,90,0,1,0,0
81053892,2021-01-01,90,0,1,0,0
81002850,2012-01-01,126,0,1,0,1
81002850,2013-01-01,126,0,1,0,0
81002850,2014-01-01,126,0,1,0,0
81004470,2018-01-01,130,0,1,0,1
81004470,2019-01-01,130,0,1,0,0
81004470,2020-01-01,130,0,1,0,0
80157072,2018-01-01,126,0,1,0,1
80157072,2019-01-01,126,0,1,0,0
80157072,2020-01-01,126,0,1,0,0
81001809,2018-01-01,24,0,1,0,1
81001809,2019-01-01,24,0,1,0,0
81001809,2020-01-01,24,0,1,0,0
80201933,2018-01-01,0,1,0,1,1
80201933,2019-01-01,0,2,0,1,0
80201933,2020-01-01,0,3,0,1,0
81002864,2015-01-01,127,0,1,0,1
81002864,2016-01-01,127,0,1,0,0
81002864,2017-01-01,127,0,1,0,0
81016750,2018-01-01,108,0,1,0,1
81016750,2019-01-01,108,0,1,0,0
81016750,2020-01-01,108,0,1,0,0
81002866,2013-01-01,163,0,1,0,1
81002866,2014-01-01,163,0,1,0,0
81002866,2015-01-01,163,0,1,0,0
80992039,2018-01-01,117,0,1,0,1
80992039,2019-01-01,117,0,1,0,0
80992039,2020-01-01,117,0,1,0,0
80126507,2016-01-01,106,0,1,0,1
80126507,2017-01-01,106,0,1,0,0
80126507,2018-01-01,106,0,1,0,0
80225885,2019-01-01,0,1,0,1,1
80225885,2020-01-01,0,2,0,1,0
80225885,2021-01-01,0,3,0,1,0
81132443,2018-01-01,102,0,1,0,1
81132443,2019-01-01,102,0,1,0,0
81132443,2020-01-01,102,0,1,0,0
80218107,2019-01-01,0,1,0,1,1
80218107,2020-01-01,0,2,0,1,0
80218107,2021-01-01,0,3,0,1,0
80231903,2019-01-01,116,0,1,0,1
80231903,2020-01-01,116,0,1,0,0
80231903,2021-01-01,116,0,1,0,0
80220715,2019-01-01,0,1,0,1,1
80220715,2020-01-01,0,2,0,1,0
80220715,2021-01-01,0,3,0,1,0
81171121,2019-01-01,42,0,1,0,1
81171121,2020-01-01,42,0,1,0,0
81171121,2021-01-01,42,0,1,0,0
80241248,2019-01-01,0,1,0,1,1
80241248,2020-01-01,0,2,0,1,0
80241248,2021-01-01,0,3,0,1,0
81012295,2016-01-01,95,0,1,0,1
81012295,2017-01-01,95,0,1,0,0
81012295,2018-01-01,95,0,1,0,0
80060037,2015-01-01,104,0,1,0,1
80060037,2016-01-01,104,0,1,0,0
80060037,2017-01-01,104,0,1,0,0
60003155,2000-01-01,75,0,1,0,1
60003155,2001-01-01,75,0,1,0,0
60003155,2002-01-01,75,0,1,0,0
81177238,2019-01-01,133,0,1,0,1
81177238,2020-01-01,133,0,1,0,0
81177238,2021-01-01,133,0,1,0,0
70270775,2013-01-01,108,0,1,0,1
70270775,2014-01-01,108,0,1,0,0
70270775,2015-01-01,108,0,1,0,0
81025403,2018-01-01,0,1,0,1,1
81025403,2019-01-01,0,2,0,1,0
81025403,2020-01-01,0,3,0,1,0
80215923,2018-01-01,103,0,1,0,1
80215923,2019-01-01,103,0,1,0,0
80215923,2020-01-01,103,0,1,0,0
80151483,2017-01-01,82,0,1,0,1
80151483,2018-01-01,82,0,1,0,0
80151483,2019-01-01,82,0,1,0,0
80173625,2016-01-01,94,0,1,0,1
80173625,2017-01-01,94,0,1,0,0
80173625,2018-01-01,94,0,1,0,0
80005444,2014-01-01,100,0,1,0,1
80005444,2015-01-01,100,0,1,0,0
80005444,2016-01-01,100,0,1,0,0
80244682,2019-01-01,38,0,1,0,1
80244682,2020-01-01,38,0,1,0,0
80244682,2021-01-01,38,0,1,0,0
81075519,2019-01-01,97,0,1,0,1
81075519,2020-01-01,97,0,1,0,0
81075519,2021-01-01,97,0,1,0,0
80166318,2016-01-01,89,0,1,0,1
80166318,2017-01-01,89,0,1,0,0
80166318,2018-01-01,89,0,1,0,0
81186758,2019-01-01,146,0,1,0,1
81186758,2020-01-01,146,0,1,0,0
81186758,2021-01-01,146,0,1,0,0
81186757,2019-01-01,146,0,1,0,1
81186757,2020-01-01,146,0,1,0,0
81186757,2021-01-01,146,0,1,0,0
80108976,2016-01-01,130,0,1,0,1
80108976,2017-01-01,130,0,1,0,0
80108976,2018-01-01,130,0,1,0,0
80208155,2018-01-01,110,0,1,0,1
80208155,2019-01-01,110,0,1,0,0
80208155,2020-01-01,110,0,1,0,0
80198423,2017-01-01,81,0,1,0,1
80198423,2018-01-01,81,0,1,0,0
80198423,2019-01-01,81,0,1,0,0
80162144,2016-01-01,91,0,1,0,1
80162144,2017-01-01,91,0,1,0,0
80162144,2018-01-01,91,0,1,0,0
81053953,2019-01-01,106,0,1,0,1
81053953,2020-01-01,106,0,1,0,0
81053953,2021-01-01,106,0,1,0,0
81074113,2019-01-01,58,0,1,0,1
81074113,2020-01-01,58,0,1,0,0
81074113,2021-01-01,58,0,1,0,0
80992496,2017-01-01,111,0,1,0,1
80992496,2018-01-01,111,0,1,0,0
80992496,2019-01-01,111,0,1,0,0
70304191,2014-01-01,112,0,1,0,1
70304191,2015-01-01,112,0,1,0,0
70304191,2016-01-01,112,0,1,0,0
80103311,2017-01-01,102,0,1,0,1
80103311,2018-01-01,102,0,1,0,0
80103311,2019-01-01,102,0,1,0,0
81176200,2019-01-01,152,0,1,0,1
81176200,2020-01-01,152,0,1,0,0
81176200,2021-01-01,152,0,1,0,0
80238106,2019-01-01,0,1,0,1,1
80238106,2020-01-01,0,2,0,1,0
80238106,2021-01-01,0,3,0,1,0
80208906,2018-01-01,87,0,1,0,1
80208906,2019-01-01,87,0,1,0,0
80208906,2020-01-01,87,0,1,0,0
80097321,2016-01-01,99,0,1,0,1
80097321,2017-01-01,99,0,1,0,0
80097321,2018-01-01,99,0,1,0,0
80106966,2016-01-01,78,0,1,0,1
80106966,2017-01-01,78,0,1,0,0
80106966,2018-01-01,78,0,1,0,0
81004814,2019-01-01,0,1,0,1,1
81004814,2020-01-01,0,2,0,1,0
81004814,2021-01-01,0,3,0,1,0
81080769,2009-01-01,121,0,1,0,1
81080769,2010-01-01,121,0,1,0,0
81080769,2011-01-01,121,0,1,0,0
70267838,2013-01-01,91,0,1,0,1
70267838,2014-01-01,91,0,1,0,0
70267838,2015-01-01,91,0,1,0,0
80211380,2018-01-01,101,0,1,0,1
80211380,2019-01-01,101,0,1,0,0
80211380,2020-01-01,101,0,1,0,0
80196586,2017-01-01,101,0,1,0,1
80196586,2018-01-01,101,0,1,0,0
80196586,2019-01-01,101,0,1,0,0
80099204,2016-01-01,119,0,1,0,1
80099204,2017-01-01,119,0,1,0,0
80099204,2018-01-01,119,0,1,0,0
80059432,2015-01-01,83,0,1,0,1
80059432,2016-01-01,83,0,1,0,0
80059432,2017-01-01,83,0,1,0,0
81172721,2018-01-01,182,0,1,0,1
81172721,2019-01-01,182,0,1,0,0
81172721,2020-01-01,182,0,1,0,0
81172727,2018-01-01,106,0,1,0,1
81172727,2019-01-01,106,0,1,0,0
81172727,2020-01-01,106,0,1,0,0
70153543,2010-01-01,102,0,1,0,1
70153543,2011-01-01,102,0,1,0,0
70153543,2012-01-01,102,0,1,0,0
81172728,2017-01-01,98,0,1,0,1
81172728,2018-01-01,98,0,1,0,0
81172728,2019-01-01,98,0,1,0,0
81095101,2019-01-01,0,1,0,1,1
81095101,2020-01-01,0,2,0,1,0
81095101,2021-01-01,0,3,0,1,0
80195173,2018-01-01,0,1,0,1,1
80195173,2019-01-01,0,2,0,1,0
80195173,2020-01-01,0,3,0,1,0
80241960,2018-01-01,0,1,0,1,1
80241960,2019-01-01,0,2,0,1,0
80241960,2020-01-01,0,3,0,1,0
80115346,2018-01-01,0,1,0,1,1
80115346,2019-01-01,0,2,0,1,0
80115346,2020-01-01,0,3,0,1,0
80124522,2018-01-01,0,1,0,1,1
80124522,2019-01-01,0,2,0,1,0
80124522,2020-01-01,0,3,0,1,0
80102952,2018-01-01,124,0,1,0,1
80102952,2019-01-01,124,0,1,0,0
80102952,2020-01-01,124,0,1,0,0
80214464,2018-01-01,63,0,1,0,1
80214464,2019-01-01,63,0,1,0,0
80214464,2020-01-01,63,0,1,0,0
80157073,2018-01-01,0,1,0,1,1
80157073,2019-01-01,0,2,0,1,0
80157073,2020-01-01,0,3,0,1,0
80243600,2019-01-01,83,0,1,0,1
80243600,2020-01-01,83,0,1,0,0
80243600,2021-01-01,83,0,1,0,0
81020513,2019-01-01,0,1,0,1,1
81020513,2020-01-01,0,2,0,1,0
81020513,2021-01-01,0,3,0,1,0
81020518,2019-01-01,0,1,0,1,1
81020518,2020-01-01,0,2,0,1,0
81020518,2021-01-01,0,3,0,1,0
81020523,2019-01-01,0,1,0,1,1
81020523,2020-01-01,0,2,0,1,0
81020523,2021-01-01,0,3,0,1,0
80216172,2019-01-01,0,1,0,1,1
80216172,2020-01-01,0,2,0,1,0
80216172,2021-01-01,0,3,0,1,0
81122669,2019-01-01,82,0,1,0,1
81122669,2020-01-01,82,0,1,0,0
81122669,2021-01-01,82,0,1,0,0
80184771,2019-01-01,0,1,0,1,1
80184771,2020-01-01,0,2,0,1,0
80184771,2021-01-01,0,3,0,1,0
81000389,2019-01-01,0,1,0,1,1
81000389,2020-01-01,0,2,0,1,0
81000389,2021-01-01,0,3,0,1,0
81132439,2018-01-01,111,0,1,0,1
81132439,2019-01-01,111,0,1,0,0
81132439,2020-01-01,111,0,1,0,0
81035117,2019-01-01,24,0,1,0,1
81035117,2020-01-01,24,0,1,0,0
81035117,2021-01-01,24,0,1,0,0
80244627,2019-01-01,0,1,0,1,1
80244627,2020-01-01,0,2,0,1,0
80244627,2021-01-01,0,3,0,1,0
80150502,2016-01-01,102,0,1,0,1
80150502,2017-01-01,102,0,1,0,0
80150502,2018-01-01,102,0,1,0,0
80189183,2014-01-01,0,1,0,1,1
80189183,2015-01-01,0,2,0,1,0
80189183,2016-01-01,0,3,0,1,0
80997866,1983-01-01,103,0,1,0,1
80997866,1984-01-01,103,0,1,0,0
80997866,1985-01-01,103,0,1,0,0
80119815,2014-01-01,87,0,1,0,1
80119815,2015-01-01,87,0,1,0,0
80119815,2016-01-01,87,0,1,0,0
80993149,2017-01-01,100,0,1,0,1
80993149,2018-01-01,100,0,1,0,0
80993149,2019-01-01,100,0,1,0,0
80224294,2018-01-01,0,1,0,1,1
80224294,2019-01-01,0,2,0,1,0
80224294,2020-01-01,0,3,0,1,0
80203776,2016-01-01,116,0,1,0,1
80203776,2017-01-01,116,0,1,0,0
80203776,2018-01-01,116,0,1,0,0
80143797,2016-01-01,139,0,1,0,1
80143797,2017-01-01,139,0,1,0,0
80143797,2018-01-01,139,0,1,0,0
80161931,2016-01-01,101,0,1,0,1
80161931,2017-01-01,101,0,1,0,0
80161931,2018-01-01,101,0,1,0,0
80128096,2016-01-01,0,1,0,1,1
80128096,2017-01-01,0,2,0,1,0
80128096,2018-01-01,0,3,0,1,0
80057610,2016-01-01,0,1,0,1,1
80057610,2017-01-01,0,2,0,1,0
80057610,2018-01-01,0,3,0,1,0
80017275,2014-01-01,130,0,1,0,1
80017275,2015-01-01,130,0,1,0,0
80017275,2016-01-01,130,0,1,0,0
81107545,2019-01-01,171,0,1,0,1
81107545,2020-01-01,171,0,1,0,0
81107545,2021-01-01,171,0,1,0,0
70118953,2009-01-01,84,0,1,0,1
70118953,2010-01-01,84,0,1,0,0
70118953,2011-01-01,84,0,1,0,0
80190449,2017-01-01,112,0,1,0,1
80190449,2018-01-01,112,0,1,0,0
80190449,2019-01-01,112,0,1,0,0
70259208,2016-01-01,0,1,0,1,1
70259208,2017-01-01,0,2,0,1,0
70259208,2018-01-01,0,3,0,1,0
80163156,2017-01-01,62,0,1,0,1
80163156,2018-01-01,62,0,1,0,0
80163156,2019-01-01,62,0,1,0,0
80176878,2017-01-01,0,1,0,1,1
80176878,2018-01-01,0,2,0,1,0
80176878,2019-01-01,0,3,0,1,0
80131281,2016-01-01,65,0,1,0,1
80131281,2017-01-01,65,0,1,0,0
80131281,2018-01-01,65,0,1,0,0
80131374,2016-01-01,65,0,1,0,1
80131374,2017-01-01,65,0,1,0,0
80131374,2018-01-01,65,0,1,0,0
80131436,2016-01-01,69,0,1,0,1
80131436,2017-01-01,69,0,1,0,0
80131436,2018-01-01,69,0,1,0,0
80131376,2016-01-01,64,0,1,0,1
80131376,2017-01-01,64,0,1,0,0
80131376,2018-01-01,64,0,1,0,0
80131435,2016-01-01,63,0,1,0,1
80131435,2017-01-01,63,0,1,0,0
80131435,2018-01-01,63,0,1,0,0
80131375,2016-01-01,63,0,1,0,1
80131375,2017-01-01,63,0,1,0,0
80131375,2018-01-01,63,0,1,0,0
80149143,2016-01-01,112,0,1,0,1
80149143,2017-01-01,112,0,1,0,0
80149143,2018-01-01,112,0,1,0,0
81144925,2019-01-01,0,1,0,1,1
81144925,2020-01-01,0,2,0,1,0
81144925,2021-01-01,0,3,0,1,0
80987075,2018-01-01,103,0,1,0,1
80987075,2019-01-01,103,0,1,0,0
80987075,2020-01-01,103,0,1,0,0
80192815,2017-01-01,64,0,1,0,1
80192815,2018-01-01,64,0,1,0,0
80192815,2019-01-01,64,0,1,0,0
80136785,2011-01-01,0,1,0,1,1
80136785,2012-01-01,0,2,0,1,0
80136785,2013-01-01,0,3,0,1,0
80135278,2012-01-01,0,1,0,1,1
80135278,2013-01-01,0,2,0,1,0
80135278,2014-01-01,0,3,0,1,0
80136452,2009-01-01,0,1,0,1,1
80136452,2010-01-01,0,2,0,1,0
80136452,2011-01-01,0,3,0,1,0
80066798,2015-01-01,82,0,1,0,1
80066798,2016-01-01,82,0,1,0,0
80066798,2017-01-01,82,0,1,0,0
81147293,2019-01-01,80,0,1,0,1
81147293,2020-01-01,80,0,1,0,0
81147293,2021-01-01,80,0,1,0,0
70178604,2010-01-01,0,1,0,1,1
70178604,2011-01-01,0,2,0,1,0
70178604,2012-01-01,0,3,0,1,0
80991316,2019-01-01,88,0,1,0,1
80991316,2020-01-01,88,0,1,0,0
80991316,2021-01-01,88,0,1,0,0
80190588,2017-01-01,124,0,1,0,1
80190588,2018-01-01,124,0,1,0,0
80190588,2019-01-01,124,0,1,0,0
70124316,1982-01-01,104,0,1,0,1
70124316,1983-01-01,104,0,1,0,0
70124316,1984-01-01,104,0,1,0,0
70229037,2012-01-01,76,0,1,0,1
70229037,2013-01-01,76,0,1,0,0
70229037,2014-01-01,76,0,1,0,0
80219119,2019-01-01,0,1,0,1,1
80219119,2020-01-01,0,2,0,1,0
80219119,2021-01-01,0,3,0,1,0
80037280,2015-01-01,92,0,1,0,1
80037280,2016-01-01,92,0,1,0,0
80037280,2017-01-01,92,0,1,0,0
80165072,2017-01-01,0,1,0,1,1
80165072,2018-01-01,0,2,0,1,0
80165072,2019-01-01,0,3,0,1,0
80058248,2016-01-01,91,0,1,0,1
80058248,2017-01-01,91,0,1,0,0
80058248,2018-01-01,91,0,1,0,0
70307661,2014-01-01,93,0,1,0,1
70307661,2015-01-01,93,0,1,0,0
70307661,2016-01-01,93,0,1,0,0
70117312,2010-01-01,112,0,1,0,1
70117312,2011-01-01,112,0,1,0,0
70117312,2012-01-01,112,0,1,0,0
80092885,2016-01-01,89,0,1,0,1
80092885,2017-01-01,89,0,1,0,0
80092885,2018-01-01,89,0,1,0,0
80108371,2016-01-01,60,0,1,0,1
80108371,2017-01-01,60,0,1,0,0
80108371,2018-01-01,60,0,1,0,0
70129452,2010-01-01,84,0,1,0,1
70129452,2011-01-01,84,0,1,0,0
70129452,2012-01-01,84,0,1,0,0
80045805,2015-01-01,93,0,1,0,1
80045805,2016-01-01,93,0,1,0,0
80045805,2017-01-01,93,0,1,0,0
80101827,2016-01-01,41,0,1,0,1
80101827,2017-01-01,41,0,1,0,0
80101827,2018-01-01,41,0,1,0,0
70251519,2014-01-01,0,1,0,1,1
70251519,2015-01-01,0,2,0,1,0
70251519,2016-01-01,0,3,0,1,0
81174992,2018-01-01,0,1,0,1,1
81174992,2019-01-01,0,2,0,1,0
81174992,2020-01-01,0,3,0,1,0
81044365,2017-01-01,0,1,0,1,1
81044365,2018-01-01,0,2,0,1,0
81044365,2019-01-01,0,3,0,1,0
81030342,2019-01-01,64,0,1,0,1
81030342,2020-01-01,64,0,1,0,0
81030342,2021-01-01,64,0,1,0,0
70143865,2010-01-01,0,1,0,1,1
70143865,2011-01-01,0,2,0,1,0
70143865,2012-01-01,0,3,0,1,0
70054723,2006-01-01,94,0,1,0,1
70054723,2007-01-01,94,0,1,0,0
70054723,2008-01-01,94,0,1,0,0
81069393,2019-01-01,0,1,0,1,1
81069393,2020-01-01,0,2,0,1,0
